id,kategori,judul,isi,tanggal,sumber,sentimen,kata_kunci
219,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-08-12,Ekonomi Update,positif,"surplus, peningkatan, pasar saham, stabilitas, rupiah"
241,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-03-13,Bisnis Today,positif,"rupiah, surplus, investasi, stabilitas, pertumbuhan"
431,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-05-13,Market Insight,positif,"rupiah, investasi, pertumbuhan, surplus, peningkatan"
252,ekonomi,Rupiah Melemah Terhadap Dolar AS,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-09-26,Ekonomi Update,negatif,"pelemahan, inflasi, utang, defisit, PHK"
132,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-07-31,Bisnis Today,negatif,"PHK, penurunan, defisit, pelemahan, utang"
166,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-09-21,Finansial News,positif,"pasar saham, surplus, pertumbuhan, rupiah, stabilitas"
49,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-03-08,Investor Daily,positif,"pasar saham, peningkatan, investasi, stabilitas, surplus"
282,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-06-30,Bisnis Today,negatif,"krisis, penurunan, defisit, inflasi, pelemahan"
33,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-03-03,Bisnis Today,positif,"rupiah, pasar saham, surplus, peningkatan, investasi"
364,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-05-15,Finansial News,positif,"pasar saham, investasi, pertumbuhan, rupiah, peningkatan"
427,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-06-30,Market Insight,positif,"pasar saham, investasi, stabilitas, pertumbuhan, peningkatan"
38,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2023-09-22,Ekonomi Update,negatif,"inflasi, pelemahan, PHK, utang, krisis"
219,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-08-12,Ekonomi Update,positif,"surplus, peningkatan, pasar saham, stabilitas, rupiah"
113,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-01-07,Investor Daily,positif,"stabilitas, pasar saham, investasi, pertumbuhan, peningkatan"
4,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-10-15,Market Insight,negatif,"inflasi, penurunan, defisit, krisis, utang"
191,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-01-05,Bisnis Today,positif,"surplus, stabilitas, pertumbuhan, pasar saham, rupiah"
438,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-01,Finansial News,positif,"pertumbuhan, pasar saham, surplus, rupiah, stabilitas"
378,ekonomi,Rupiah Melemah Terhadap Dolar AS,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-04-15,Ekonomi Update,negatif,"defisit, utang, pelemahan, krisis, inflasi"
338,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-03-20,Market Insight,positif,"pertumbuhan, pasar saham, stabilitas, peningkatan, investasi"
391,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-03-07,Bisnis Today,positif,"peningkatan, stabilitas, pertumbuhan, rupiah, pasar saham"
150,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-01-08,Bisnis Today,positif,"stabilitas, investasi, pertumbuhan, peningkatan, surplus"
63,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-04-17,Investor Daily,positif,"surplus, pasar saham, peningkatan, investasi, stabilitas"
340,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-05-31,Ekonomi Update,positif,"investasi, pertumbuhan, surplus, rupiah, peningkatan"
431,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-05-13,Market Insight,positif,"rupiah, investasi, pertumbuhan, surplus, peningkatan"
291,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-08-01,Ekonomi Update,positif,"stabilitas, peningkatan, pasar saham, investasi, rupiah"
394,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-12-10,Market Insight,positif,"pertumbuhan, pasar saham, peningkatan, stabilitas, surplus"
106,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-07-14,Bisnis Today,positif,"stabilitas, surplus, rupiah, investasi, pertumbuhan"
149,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-06-09,Bisnis Today,negatif,"krisis, defisit, inflasi, pelemahan, utang"
162,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-01-18,Bisnis Today,positif,"pasar saham, rupiah, stabilitas, pertumbuhan, investasi"
269,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-08-29,Ekonomi Update,negatif,"PHK, krisis, defisit, penurunan, pelemahan"
51,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-07-22,Ekonomi Update,positif,"peningkatan, investasi, pasar saham, surplus, pertumbuhan"
7,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-06-18,Investor Daily,negatif,"pelemahan, penurunan, PHK, utang, inflasi"
448,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-02-09,Bisnis Today,positif,"rupiah, pertumbuhan, peningkatan, stabilitas, surplus"
123,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-09-11,Market Insight,positif,"pertumbuhan, stabilitas, pasar saham, investasi, peningkatan"
304,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-24,Investor Daily,positif,"peningkatan, stabilitas, surplus, rupiah, investasi"
124,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-07-27,Investor Daily,positif,"pertumbuhan, rupiah, investasi, stabilitas, surplus"
383,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-09-24,Bisnis Today,negatif,"inflasi, krisis, utang, pelemahan, PHK"
253,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-03-15,Finansial News,positif,"investasi, peningkatan, rupiah, pasar saham, stabilitas"
139,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-03-16,Investor Daily,positif,"surplus, pasar saham, peningkatan, pertumbuhan, stabilitas"
104,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-13,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, surplus, peningkatan"
259,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-10-24,Finansial News,positif,"rupiah, investasi, pasar saham, stabilitas, pertumbuhan"
167,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-02-02,Market Insight,negatif,"pelemahan, defisit, inflasi, penurunan, PHK"
224,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-08-16,Ekonomi Update,positif,"pertumbuhan, investasi, surplus, rupiah, peningkatan"
452,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-10-19,Finansial News,negatif,"defisit, pelemahan, utang, krisis, penurunan"
261,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-01-01,Ekonomi Update,negatif,"utang, penurunan, pelemahan, PHK, defisit"
300,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-02-12,Finansial News,positif,"pertumbuhan, surplus, stabilitas, investasi, rupiah"
112,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-06-11,Ekonomi Update,positif,"stabilitas, investasi, surplus, pertumbuhan, rupiah"
394,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-12-10,Market Insight,positif,"pertumbuhan, pasar saham, peningkatan, stabilitas, surplus"
350,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-04-24,Bisnis Today,positif,"stabilitas, pertumbuhan, surplus, rupiah, investasi"
187,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-08-27,Market Insight,positif,"investasi, surplus, pasar saham, stabilitas, pertumbuhan"
352,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2025-02-22,Market Insight,negatif,"defisit, krisis, inflasi, penurunan, utang"
89,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-03-14,Ekonomi Update,negatif,"defisit, inflasi, pelemahan, krisis, penurunan"
5,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-09-27,Finansial News,positif,"pertumbuhan, rupiah, peningkatan, surplus, pasar saham"
349,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-07-08,Investor Daily,positif,"peningkatan, surplus, pertumbuhan, pasar saham, stabilitas"
375,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-04-13,Finansial News,negatif,"penurunan, krisis, PHK, defisit, inflasi"
346,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2025-01-27,Ekonomi Update,negatif,"defisit, pelemahan, PHK, penurunan, utang"
368,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-06-26,Ekonomi Update,negatif,"utang, krisis, penurunan, inflasi, defisit"
338,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-03-20,Market Insight,positif,"pertumbuhan, pasar saham, stabilitas, peningkatan, investasi"
444,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-04-14,Finansial News,positif,"stabilitas, investasi, rupiah, surplus, pertumbuhan"
286,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-05-23,Investor Daily,positif,"surplus, rupiah, stabilitas, peningkatan, investasi"
182,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-01-11,Bisnis Today,positif,"pasar saham, pertumbuhan, stabilitas, investasi, rupiah"
246,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-10-11,Ekonomi Update,negatif,"krisis, pelemahan, PHK, penurunan, inflasi"
382,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-11-03,Finansial News,positif,"investasi, stabilitas, rupiah, peningkatan, surplus"
361,ekonomi,Rupiah Melemah Terhadap Dolar AS,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-02-14,Investor Daily,negatif,"krisis, pelemahan, utang, penurunan, defisit"
91,ekonomi,Rupiah Melemah Terhadap Dolar AS,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-09-29,Investor Daily,negatif,"penurunan, defisit, krisis, inflasi, utang"
277,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-05-30,Investor Daily,negatif,"utang, PHK, defisit, krisis, penurunan"
367,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-03-29,Market Insight,negatif,"penurunan, utang, krisis, pelemahan, defisit"
104,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-13,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, surplus, peningkatan"
382,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-11-03,Finansial News,positif,"investasi, stabilitas, rupiah, peningkatan, surplus"
37,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-11-15,Market Insight,positif,"rupiah, peningkatan, pertumbuhan, investasi, pasar saham"
286,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-05-23,Investor Daily,positif,"surplus, rupiah, stabilitas, peningkatan, investasi"
388,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-08-06,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, peningkatan, surplus"
364,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-05-15,Finansial News,positif,"pasar saham, investasi, pertumbuhan, rupiah, peningkatan"
277,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-05-30,Investor Daily,negatif,"utang, PHK, defisit, krisis, penurunan"
78,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-01-02,Ekonomi Update,positif,"rupiah, pertumbuhan, surplus, stabilitas, pasar saham"
309,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-03-06,Bisnis Today,positif,"rupiah, peningkatan, pasar saham, pertumbuhan, surplus"
317,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-12-19,Finansial News,positif,"rupiah, peningkatan, surplus, stabilitas, pasar saham"
294,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-01-15,Investor Daily,positif,"stabilitas, pertumbuhan, rupiah, investasi, peningkatan"
160,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2025-04-12,Finansial News,negatif,"penurunan, PHK, krisis, inflasi, pelemahan"
298,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-09-09,Market Insight,negatif,"defisit, krisis, penurunan, utang, PHK"
25,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-08-03,Ekonomi Update,positif,"investasi, rupiah, pertumbuhan, surplus, peningkatan"
218,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-08-03,Bisnis Today,positif,"pertumbuhan, pasar saham, rupiah, surplus, stabilitas"
388,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-08-06,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, peningkatan, surplus"
400,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-17,Finansial News,positif,"stabilitas, peningkatan, rupiah, pertumbuhan, surplus"
25,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2024-08-03,Ekonomi Update,positif,"investasi, rupiah, pertumbuhan, surplus, peningkatan"
397,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-04-17,Investor Daily,negatif,"pelemahan, defisit, inflasi, utang, penurunan"
12,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-06-11,Investor Daily,positif,"surplus, pertumbuhan, investasi, stabilitas, peningkatan"
375,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-04-13,Finansial News,negatif,"penurunan, krisis, PHK, defisit, inflasi"
430,ekonomi,Rupiah Melemah Terhadap Dolar AS,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-02-05,Investor Daily,negatif,"pelemahan, defisit, krisis, penurunan, utang"
155,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-12-01,Finansial News,positif,"surplus, peningkatan, investasi, stabilitas, pertumbuhan"
153,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-11-19,Investor Daily,negatif,"penurunan, krisis, pelemahan, defisit, PHK"
102,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-12-01,Ekonomi Update,positif,"rupiah, pertumbuhan, peningkatan, investasi, pasar saham"
382,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-11-03,Finansial News,positif,"investasi, stabilitas, rupiah, peningkatan, surplus"
448,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-02-09,Bisnis Today,positif,"rupiah, pertumbuhan, peningkatan, stabilitas, surplus"
282,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2025-06-30,Bisnis Today,negatif,"krisis, penurunan, defisit, inflasi, pelemahan"
401,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-02-19,Investor Daily,positif,"surplus, investasi, peningkatan, pasar saham, pertumbuhan"
28,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2024-10-12,Bisnis Today,negatif,"krisis, defisit, penurunan, inflasi, utang"
433,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-01,Finansial News,positif,"pasar saham, surplus, peningkatan, rupiah, pertumbuhan"
309,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-03-06,Bisnis Today,positif,"rupiah, peningkatan, pasar saham, pertumbuhan, surplus"
48,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-11-11,Finansial News,negatif,"krisis, utang, inflasi, defisit, pelemahan"
337,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2025-04-16,Investor Daily,negatif,"inflasi, utang, defisit, PHK, penurunan"
104,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-13,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, surplus, peningkatan"
296,ekonomi,Rupiah Melemah Terhadap Dolar AS,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-07-13,Investor Daily,negatif,"defisit, inflasi, PHK, krisis, penurunan"
